Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
2003:Q3,pct20to40,3610540,1828768,1483215,345553,1781772,454602,49754,28907,14287,14620,21842,12754,9088,180344,57294,22363,56646,589287,260630,60103,724193,722959,435088,281570,-858,7159,1234,2886347,22040820,,
2003:Q3,pct00to20,1691057,946319,765448,180871,744738,179333,26137,6469,0,6469,18493,16095,2398,121279,44916,3065,11459,142330,159375,31883,302018,301085,156783,135390,-508,9420,933,1389039,22040147,,
2003:Q4,pct99to100,10160498,2577594,2108677,468918,7582904,601363,308332,503894,297811,206082,323703,297011,26692,3076726,179844,26993,357288,195652,1951280,57829,638383,635121,484936,45603,5672,98909,3262,9522116,1111795,,
2003:Q4,pct80to99,24451573,8580937,7300669,1280267,15870636,1603614,667912,507851,274160,233691,285384,243341,42043,3737185,460404,537238,1773686,3624424,2445184,227753,4001396,3991768,3152711,630874,6640,201543,9628,20450177,21028246,,
2003:Q4,pct60to80,11275070,4519095,3686043,833052,6755974,915224,172047,144146,71533,72612,111314,94927,16387,912647,211698,323454,565538,2623216,639263,137428,2246243,2241752,1664290,561299,4036,12127,4491,9028826,22136128,,
2003:Q4,pct40to60,6254794,2926526,2357634,568892,3328268,459016,108329,69022,29838,39185,69696,56316,13380,507014,114613,107422,196334,1303485,300492,92843,1453099,1450669,982746,439456,1129,27338,2430,4801694,22139086,,
2003:Q4,pct20to40,3662945,1849324,1505686,343638,1813621,464873,47223,30932,15032,15899,23843,14573,9270,187556,56389,23422,59774,588288,268968,62352,747535,746333,450842,286864,906,7720,1202,2915410,22138378,,
2003:Q4,pct00to20,1734407,966830,783996,182834,767577,179047,26719,7064,0,7064,20296,18052,2244,131562,48130,3312,11587,135527,170827,33505,313282,312301,160087,138836,557,12820,981,1421125,22136775,,
2004:Q1,pct99to100,11020048,2710724,2227181,483543,8309324,627166,283799,869201,654284,214917,324279,297164,27115,3344352,186808,27820,360370,199253,2026903,59373,649941,646671,502395,41083,5247,97946,3270,10370108,1116926,,
2004:Q1,pct80to99,25298851,8879668,7588215,1291453,16419183,1659195,654020,753172,503024,250148,292437,250236,42201,3866404,463418,548083,1816342,3664734,2471511,229866,4074505,4064868,3218918,628887,6010,211053,9637,21224346,21119441,,
2004:Q1,pct60to80,11780069,4675755,3826098,849656,7104315,951576,171999,258773,180712,78061,121347,104835,16512,942031,207802,342103,568615,2729768,671266,139036,2281353,2276959,1704254,556813,3722,12170,4394,9498716,22232490,,
2004:Q1,pct40to60,6462557,3022555,2440846,581709,3440002,463725,109419,110009,68037,41972,69133,54745,14387,525153,113003,111442,195503,1331367,317236,94013,1487039,1484620,1012801,441418,972,29429,2419,4975518,22235323,,
2004:Q1,pct20to40,3724580,1882114,1538027,344087,1842466,479876,44713,39393,23116,16277,24089,14381,9708,186955,55341,24175,58752,588639,277689,62844,760441,759271,466070,285593,777,6830,1170,2964139,22235103,,
2004:Q1,pct00to20,1808606,1000942,813625,187318,807663,179447,27215,27385,20074,7311,23443,21201,2243,136229,50471,3509,12103,130277,183381,34203,321593,320562,164250,142678,426,13208,1031,1487013,22232414,,
2004:Q2,pct99to100,11297538,2826008,2339663,486345,8471530,639318,259360,795733,589264,206469,329538,301999,27540,3410932,195864,28424,361680,215280,2174484,60916,670876,667175,527105,37941,5175,96953,3702,10626662,1121856,,
2004:Q2,pct80to99,25561995,9077396,7767216,1310180,16484599,1686378,638289,693070,461849,231221,304090,261732,42358,3772464,470736,550927,1850596,3714958,2571129,231961,4201750,4191753,3323784,634797,5825,227348,9997,21360244,21209345,,
2004:Q2,pct60to80,12058846,4827002,3958979,868023,7231844,979872,171392,227263,154655,72608,133583,116943,16639,929758,204975,356979,568337,2801585,717467,140633,2350926,2346565,1769975,560603,3664,12323,4361,9707920,22327367,,
2004:Q2,pct40to60,6646199,3158686,2557599,601087,3487513,461962,110094,99189,60996,38193,67490,52075,15415,526132,112120,113614,193392,1356536,351811,95173,1542763,1540379,1060436,447385,901,31657,2383,5103436,22330008,,
2004:Q2,pct20to40,3769077,1918693,1577150,341543,1850383,491297,42171,35916,21605,14310,23419,13261,10158,179444,54340,24563,57426,591361,287120,63326,782420,781269,486547,288264,720,5739,1150,2986657,22330422,,
2004:Q2,pct00to20,1853409,1032927,844991,187936,820482,179384,27611,18045,11409,6636,27198,24953,2245,135588,53248,3643,12648,130134,198084,34900,333620,332519,173426,145549,348,13196,1101,1519789,22326500,,
2004:Q3,pct99to100,11696940,2959344,2456518,502826,8737596,641429,236129,859856,642139,217717,314118,286171,27947,3478314,204209,29153,358312,231588,2321371,63117,681937,678021,547606,36161,-1546,95801,3915,11015003,1126531,488098,1894049947
2004:Q3,pct80to99,25922246,9326659,8017839,1308821,16595587,1692723,622737,737428,485331,252096,298591,256098,42494,3672799,476520,558128,1862272,3767320,2669860,237210,4302724,4292548,3417287,651507,-1656,225409,10177,21619522,21297436,89322,487893
2004:Q3,pct60to80,12382502,4987257,4109295,877962,7395244,1002033,170534,247809,168382,79427,140308,123560,16748,916666,201699,374338,559128,2874696,763708,144325,2420878,2416584,1829950,575549,-1076,12161,4294,9961623,22420180,53593,89322
2004:Q3,pct40to60,6867885,3314638,2707202,607436,3553247,455520,110541,108667,66887,41779,69040,52626,16415,527050,110947,116859,187891,1382139,386283,98311,1594744,1592384,1100733,458261,-229,33620,2360,5273141,22422559,33881,53593
2004:Q3,pct20to40,3809530,1945829,1605915,339915,1863700,499997,39730,36643,21678,14965,26131,15552,10579,171567,53303,25159,55297,594103,296593,65176,806018,804895,504582,295354,-171,5130,1123,3003512,22423765,18924,33881
2004:Q3,pct00to20,1911603,1067208,876308,190900,844395,178978,27927,20758,13761,6997,29654,27426,2228,134884,55892,3815,13261,130053,212851,36324,342776,341615,179334,148044,-58,14295,1161,1568827,22418471,0,18888
2004:Q4,pct99to100,12388618,3026209,2525969,500240,9362409,678827,237132,953520,774443,179077,362371,333941,28430,3815271,210402,30299,396112,252917,2361631,63925,695485,691406,554624,37787,-2056,101051,4079,11693132,1130911,,
2004:Q4,pct80to99,27124007,9743295,8405106,1338189,17380712,1751463,619815,738372,552699,185673,315736,272930,42806,3981886,486694,589561,1992682,3898057,2762338,244108,4481441,4471103,3542062,671146,-2256,260151,10339,22642566,21383211,,
2004:Q4,pct60to80,12691363,5136263,4241671,894592,7555100,1008456,174018,266996,208321,58675,143057,126790,16267,988720,204636,377574,619931,2858368,763685,149658,2529973,2525638,1911266,600144,-1437,15665,4335,10161390,22510382,,
2004:Q4,pct40to60,6989354,3339554,2718345,621208,3649801,471385,110911,111844,82161,29683,64626,47094,17532,543220,114374,125398,212528,1407108,386027,102379,1630178,1627786,1131955,463711,-331,32451,2393,5359176,22512430,,
2004:Q4,pct20to40,3896924,1997092,1648070,349022,1899832,504049,40168,36957,25503,11454,22283,11105,11178,186831,57517,27444,61680,609814,284942,68147,817628,816416,511126,300969,-256,4578,1211,3079297,22514587,,
2004:Q4,pct00to20,2018807,1123252,928284,194968,895555,185945,27293,31651,26204,5447,29974,27154,2820,144481,55546,3690,12465,136439,229864,38206,348503,347359,189545,146363,-103,11554,1144,1670304,22507799,,
2005:Q1,pct99to100,12555453,3089971,2587614,502357,9465482,715902,225801,915705,733911,181793,373959,345036,28923,3844932,210432,30908,402307,270726,2410652,64158,688970,684830,551418,33448,-6075,106039,4140,11866483,1134992,,
2005:Q1,pct80to99,27675168,10112895,8754351,1358543,17562273,1808571,592801,731119,537138,193982,300514,257396,43118,3971029,484036,602053,1970297,3989565,2863974,248313,4588526,4578111,3662441,670572,-6718,251816,10415,23086642,21466267,,
2005:Q1,pct60to80,12787356,5277656,4370499,907157,7509701,1013419,173621,250467,189350,61118,134321,118541,15780,1002395,204232,371111,619663,2821743,765513,153213,2620375,2616015,1998993,602766,-4232,18488,4360,10166982,22597568,,
2005:Q1,pct40to60,7079469,3396445,2766992,629453,3683025,486902,108822,109272,78138,31133,66772,48045,18727,534921,115577,129423,213882,1424661,388027,104766,1638711,1636279,1151607,455133,-1010,30549,2431,5440759,22599225,,
2005:Q1,pct20to40,3963207,2036980,1678896,358085,1926227,507441,39087,40559,27891,12668,25008,13172,11835,193491,61571,28841,62529,624277,273465,69957,809146,807849,512577,290864,-782,5190,1297,3154061,22602455,,
2005:Q1,pct00to20,2092509,1175057,975513,199544,917452,192966,26323,26539,20707,5832,27489,24031,3458,146639,53940,3408,12180,141393,247097,39477,355893,354773,191524,152192,-327,11384,1121,1736615,22594097,,
2005:Q2,pct99to100,12994406,3160538,2647861,512677,9833869,739355,219521,967832,780729,187102,394832,365472,29360,3979554,211833,31798,422357,289414,2513292,64081,703070,698646,557981,33170,-3621,111116,4424,12291337,1138779,,
2005:Q2,pct80to99,28539467,10513586,9138234,1375352,18025881,1836636,575546,769469,562186,207283,292553,249198,43355,4067163,484264,624683,2014113,4089584,3020769,251101,4732871,4722194,3798220,681675,-4193,246493,10676,23806596,21546220,,
2005:Q2,pct60to80,12979356,5423430,4503972,919457,7555926,1009495,175046,264947,199849,65098,127985,112781,15204,1036098,204565,369728,646153,2788054,778019,155836,2731388,2726969,2089996,618119,-2560,21414,4419,10247968,22681368,,
2005:Q2,pct40to60,7218770,3464792,2830938,633854,3753978,495881,107791,117513,84031,33482,67218,47417,19801,533733,117289,135872,225483,1443626,403299,106272,1671569,1669112,1185507,455634,-689,28660,2457,5547201,22682588,,
2005:Q2,pct20to40,4018020,2062416,1692645,369771,1955605,506895,38654,45572,31312,14260,26083,13706,12378,203338,65688,30720,65819,639040,262637,71159,816960,815571,519193,291218,-568,5727,1390,3201060,22686965,,
2005:Q2,pct00to20,2181093,1227624,1020376,207249,953469,199628,25469,31038,24677,6361,25524,21486,4037,151337,52603,3207,11654,146681,265900,40429,366278,365170,201862,152572,-283,11018,1108,1814815,22677014,,
2005:Q3,pct99to100,13442014,3222475,2715121,507354,10219539,772555,224523,880598,729640,150958,412443,382744,29699,4224044,215633,32504,448426,307956,2635667,65191,715378,711394,564641,33906,-3398,116246,3984,12726636,1142281,,
2005:Q3,pct80to99,29486365,10912689,9518734,1393954,18573676,1884070,579829,693189,541039,152150,280722,237251,43470,4274792,489516,640939,2085886,4186957,3198122,259654,4886926,4876589,3936040,698691,-4085,245943,10338,24599438,21622687,,
2005:Q3,pct60to80,13177171,5585910,4656416,929493,7591261,1010116,180390,226132,178255,47877,120074,105587,14486,1090312,206191,365116,684206,2751866,794571,162287,2848632,2844265,2182608,639632,-2425,24451,4367,10328539,22761411,,
2005:Q3,pct40to60,7371421,3544200,2901168,643032,3827221,509273,109028,102480,78745,23735,68073,47468,20605,539348,119880,140799,241553,1461928,423466,111394,1708088,1705564,1220170,459289,-717,26822,2523,5663333,22762160,,
2005:Q3,pct20to40,4108319,2119060,1743339,375721,1989259,508358,39652,44103,33113,10990,27637,14959,12678,216425,69898,32297,70175,653729,252119,74866,827472,826010,525853,294635,-614,6137,1462,3280847,22767709,,
2005:Q3,pct00to20,2267247,1285243,1076882,208361,982004,206689,24842,23238,18298,4940,23021,18544,4477,158601,51744,2955,11006,151891,285312,42706,375880,374819,212569,152233,-335,10351,1061,1891367,22756196,,
2005:Q4,pct99to100,13774047,3269795,2767391,502404,10504252,799278,244386,915499,742583,172916,432469,402569,29899,4302880,217073,33316,471509,326734,2694482,66625,728185,724490,569934,34708,-1742,121589,3695,13045861,1145502,,
2005:Q4,pct80to99,30301360,11291297,9875490,1415806,19010063,1917387,611662,740913,550404,190509,270104,226678,43427,4310018,489844,661096,2142904,4285896,3310413,269827,5003273,4993150,4062125,714203,-2207,219029,10123,25298087,21695287,,
2005:Q4,pct60to80,13352700,5723387,4781956,941431,7629313,1006178,190557,237190,177555,59635,112354,98771,13582,1113781,206525,362408,716506,2715300,798696,169819,2956423,2952086,2266401,659694,-1264,27255,4337,10396277,22837328,,
2005:Q4,pct40to60,7488246,3594247,2940660,653587,3893999,519514,112979,111209,80781,30428,68125,47131,20994,532498,121619,146663,255452,1480340,428063,117537,1739585,1737004,1250412,462561,-420,24451,2581,5748661,22837584,,
2005:Q4,pct20to40,4203006,2177856,1795175,382680,2025151,507808,42497,50417,36030,14388,28490,15877,12613,225085,74053,34062,74016,668463,240977,79283,837653,836114,531245,297953,-376,7291,1539,3365354,22844284,,
2005:Q4,pct00to20,2354974,1340885,1130523,210361,1014090,213644,24402,24824,18620,6204,20356,15657,4698,162001,50395,2732,10398,157177,302802,45359,386220,385200,222749,151436,-224,11239,1020,1968754,22831291,,
2006:Q1,pct99to100,14552077,3247149,2735297,511852,11304929,860443,245652,957244,789071,168173,460941,431097,29845,4932249,200769,34202,493502,346253,2707596,66079,745641,741915,579442,34442,1363,126669,3727,13806436,1148450,,
2006:Q1,pct80to99,31355365,11418868,9989379,1429489,19936497,2020194,607725,762116,575865,186251,266675,223578,43097,4910264,453046,683972,2194284,4392041,3375664,270517,5171704,5161532,4203575,721396,1857,234704,10172,26183660,21763637,,
2006:Q1,pct60to80,13501367,5745891,4794085,951806,7755476,1019386,194941,245349,187160,58188,106898,94526,12372,1237853,197201,360983,746702,2681263,793828,171071,3066307,3061951,2359241,671151,1016,30542,4356,10435061,22908748,,
2006:Q1,pct40to60,7565820,3585957,2929431,656527,3979863,545401,113366,116399,86750,29649,65715,45114,20601,561152,116904,153185,268570,1499898,421518,117754,1776901,1774281,1289164,461883,388,22846,2620,5788919,22908500,,
2006:Q1,pct20to40,4245778,2173917,1780203,393714,2071861,514752,43056,54601,39906,14694,27051,15175,11876,248734,77685,35960,77673,683396,229358,79597,846245,844620,539289,297717,365,7248,1625,3399533,22916283,,
2006:Q1,pct00to20,2417819,1363099,1145675,217424,1054720,221579,23544,28637,22408,6229,17910,13404,4506,177869,45425,2530,9799,162745,318837,45847,398017,397022,236227,150995,236,9565,995,2019802,22901948,,
2006:Q2,pct99to100,14556221,3255636,2749069,506567,11300585,884340,257415,916970,726309,190661,494986,465419,29568,4801403,200981,34706,498936,365032,2780298,65518,758297,754546,585976,33133,3603,131834,3750,13797924,1151131,,
2006:Q2,pct80to99,31669440,11651575,10200096,1451479,20017865,2045992,622753,780057,547929,232127,268180,225664,42516,4726049,450763,693487,2168227,4488950,3502237,271171,5332220,5322007,4348528,727455,5316,240708,10213,26337220,21827353,,
2006:Q2,pct60to80,13512380,5826481,4862732,963749,7685899,1011818,202644,235533,163357,72176,103019,92078,10941,1223249,196824,353042,745129,2641538,800796,172307,3179231,3174859,2458198,680144,2767,33750,4372,10333149,22975300,,
2006:Q2,pct40to60,7617334,3620303,2953191,667113,3997030,554005,115545,117802,79984,37818,61515,41918,19597,538859,118194,156496,269453,1517550,429651,117960,1810846,1808186,1325953,459980,1213,21041,2660,5806488,22974553,,
2006:Q2,pct20to40,4296023,2209045,1808237,400808,2086978,512584,44908,59581,40673,18908,23966,13338,10627,252134,81823,37212,78418,698011,218438,79904,851290,849578,545927,294987,1186,7479,1712,3444733,22983300,,
2006:Q2,pct00to20,2473013,1400007,1180494,219514,1073006,228596,22751,22973,15227,7746,15599,11602,3997,176544,43805,2226,9518,167992,336669,46332,411661,410692,247506,153913,812,8460,969,2061353,22967813,,
2006:Q3,pct99to100,14916891,3249589,2750512,499077,11667302,914525,277787,910750,737863,172887,513217,484142,29074,4986764,206264,35547,520881,384841,2851850,64876,767233,763519,587506,34255,4748,137011,3714,14149658,1153551,,
2006:Q3,pct80to99,32348184,11845616,10370319,1475296,20502568,2083764,652630,759192,556633,202559,253163,211483,41680,4865615,459071,714984,2218777,4596364,3627558,271451,5478580,5468378,4466786,748761,7610,245220,10203,26869604,21886055,,
2006:Q3,pct60to80,13601622,5885683,4909437,976246,7715938,1006557,212807,225152,162203,62949,93013,83658,9356,1266067,199179,350897,775215,2606182,807567,173301,3287136,3282757,2539111,702924,3761,36962,4379,10314485,23036615,,
2006:Q3,pct40to60,7686422,3632375,2953298,679076,4054047,565325,118969,114358,81872,32486,60076,41968,18109,536298,121326,162693,282564,1536947,437547,117944,1841347,1838645,1350561,467020,1878,19186,2702,5845075,23035383,,
2006:Q3,pct20to40,4360633,2245015,1837489,407526,2115618,511410,47793,60814,43579,17235,23793,14800,8993,264092,86119,39045,82074,712884,207532,80059,859694,857897,548855,299401,1891,7750,1797,3500939,23044931,,
2006:Q3,pct00to20,2531822,1428941,1207886,221055,1102881,235842,21914,22438,15416,7021,11452,8206,3246,182306,43208,2013,8906,173639,354425,46738,424407,423468,255606,159080,1352,7430,939,2107415,23028536,,
2006:Q4,pct99to100,15418397,3224316,2725320,498996,12194081,946357,307172,832554,666207,166347,536023,507251,28773,5413185,213568,36465,551516,405269,2886705,65267,774818,771085,585654,35528,7953,141950,3733,14643579,1155716,,
2006:Q4,pct80to99,33225661,11974436,10484567,1489868,21251225,2123985,697517,715195,520419,194776,241734,200680,41054,5251815,471595,739291,2308883,4709786,3714691,276734,5612643,5602407,4549059,764402,14595,274352,10236,27613017,21939359,,
2006:Q4,pct60to80,13692124,5898932,4913821,985111,7793192,1001132,225191,198401,137974,60427,84369,76349,8020,1351780,202611,350053,821924,2573067,807045,177618,3365517,3361124,2592190,721892,6697,40346,4393,10326607,23092321,,
2006:Q4,pct40to60,7728255,3604594,2919886,684708,4123661,577219,123469,105068,73985,31083,58450,41200,17250,547721,125189,169574,302133,1557251,436516,121071,1858244,1855503,1362040,471599,3986,17878,2741,5870011,23090632,,
