1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018:Q4,10850,5849,33778,8998,9902,28,10519,-1209,-29503,-3359,-3024,47614,17100,1802,15298,-35,-9287,-1967,68,-21896,-9039,25034,-186,4539,0,-1233,1126,4646,16564,30576,555,1509,-950,11792,31389,3795,-1600,-15914,-8,-1846,7819,-10987,-10892,-14012,-5706,2079,-10385,-12213,-4416,26908,17191,20290,73
2019:Q1,13111,6144,21343,-1359,-2906,1182,38309,199,-5795,2800,315,40790,14122,-57,14179,-776,-7185,1956,92,-19313,1683,1923,1626,-8011,0,1460,824,-10295,19290,21576,-510,1144,368,6874,-6667,3358,688,16321,19,3379,5155,5141,2627,-2286,-5915,3206,423,4914,2613,9722,4882,3833,230
2019:Q2,14443,6280,58075,6985,4674,1365,40319,434,-4637,-93,-946,45561,8078,-908,8986,53,327,-1351,3,-22512,1683,1922,1623,14906,0,-695,825,14776,51380,51522,-383,40,457,8805,15064,3358,-815,24996,5,-457,3237,-1438,23649,-142,-3542,2989,411,1467,-60,21665,4888,3830,234
2019:Q3,14823,6364,93832,9599,5464,1038,46404,-1674,1757,317,-233,46237,17273,2158,15115,-520,2839,-752,301,-23081,1683,1922,1624,30038,0,874,824,28340,86048,87096,-2463,4044,624,16682,27894,3356,-208,37167,12,1056,3046,-4861,37914,-1048,-5152,3874,230,675,248,44938,4880,3830,229
2019:Q4,10445,6413,-15224,-11030,-3386,683,1510,-3471,2105,-4477,-65,7418,12680,-1901,14581,221,1447,-1851,168,-22585,1681,1922,1626,1690,0,-121,823,988,-18800,-15380,-3334,2668,-107,2659,-8943,3358,926,-12607,-11,2052,6171,-883,-19936,-3420,-3060,-391,31,456,-698,229,4881,3826,230
2020:Q1,7314,7666,248072,49968,30251,3285,55055,9744,-1976,-5208,-2114,54609,9757,4538,5219,-381,-5598,1424,804,-39959,1401,22904,5614,113547,0,2521,2201,108825,236131,247205,8051,19301,-39,45407,34596,22028,2587,115274,-158,6352,3286,1764,104030,-11074,-5899,588,-5763,-12293,1627,105177,28109,21917,-5382
2020:Q2,2703,7343,5202,4911,-3834,-1120,19234,-3634,1377,-10600,-1011,33102,1363,-2719,4082,284,-4544,-1249,967,-12967,1402,22900,5612,-27757,0,-953,2201,-29005,11240,9394,-4137,586,137,-2421,-18267,22036,1249,10211,0,4420,4613,4980,-3802,1846,959,887,0,1398,674,-10397,28105,21916,-5380
2020:Q3,2376,7591,42266,-16918,-11961,2191,77703,5689,7052,1158,-353,64157,1894,149,1745,-308,-759,-2477,289,-24907,1398,22901,5614,-12394,0,-410,2200,-14184,48027,51921,4243,-4700,-24,19678,18435,22030,-3500,-4241,0,7970,6960,6909,-26080,-3894,-2059,-1835,0,547,-258,49669,28103,21911,-5383
2020:Q4,1813,7861,77038,-4566,-6624,-2476,20907,-6611,-262,-7680,-531,35991,11588,-818,12406,-31,10045,124,485,-23346,1402,22901,5614,41015,0,-1090,2200,39905,106543,110505,-7108,309,37,20948,40230,22033,770,33286,0,4311,2942,5867,20166,-3962,-7811,3849,0,23458,1346,67526,28104,21913,-5384
2021:Q1,3861,7728,23519,-9496,-3003,-544,34060,-1401,-2079,-14804,-85,52429,3969,925,3044,69,-18273,178,780,-29648,5550,22128,2523,15226,0,2126,1029,12071,-5865,877,-1792,8585,-269,1808,-31578,16701,1253,6169,0,11679,3459,656,-9625,-6742,-5980,-762,0,-33250,4156,-19631,10039,34962,-781
2021:Q2,2854,7961,20562,15269,6048,632,7363,2261,3092,-10613,-345,12968,11104,735,10369,-81,-27761,-197,138,-49858,5548,22129,2523,27705,0,-830,1030,27505,4128,5984,942,-3680,-531,15262,-34687,16705,-2427,14400,0,15430,563,2930,-4523,-1856,-5572,3716,0,-21541,3098,-14315,10044,34963,-779
2021:Q3,1638,8059,82853,-5969,-2132,1201,77265,3991,3383,-7678,1096,76473,17994,1932,16062,-89,-15118,-1030,61,-31930,5550,22128,2523,12399,0,-22,1029,11392,72258,81131,2137,-1431,-329,22671,28730,16699,-64,12718,0,10717,6558,830,-5387,-8873,-7579,-1294,0,-17016,2965,53476,10038,34959,-781
2021:Q4,686,8264,77421,-8272,-3163,334,58031,2264,-7025,-9983,464,72311,18552,477,18075,-415,-17237,-475,335,-27449,5547,22128,2522,26983,0,196,1028,25759,55398,61967,250,3427,-484,7821,1230,16702,739,32282,0,4892,5217,3247,18926,-6569,-6302,-267,0,-29602,-3842,13628,10040,34956,-782
2022:Q1,1181,7359,85785,-8346,916,-1915,61217,-5289,-4213,-3475,1486,72708,21792,-1115,22907,-226,-959,1361,557,-31626,-1408,26121,-980,19281,0,1759,-1214,18736,59807,66910,2880,11425,-1364,19501,11240,4084,-918,20062,0,14884,2560,6168,-3550,-7103,-9013,1910,0,-32156,2313,60112,18752,30159,2123
2022:Q2,2186,7609,89741,3680,5742,-1866,39675,-5754,-3381,-6757,2887,52680,20255,54,20201,191,3635,-714,-550,-23005,-1408,26124,-980,18962,0,-803,-1213,20978,52750,62864,1489,7379,-1668,22045,27492,4070,-1022,3079,0,2046,-1338,4534,-2163,-10114,-7394,-2720,0,-42414,-6524,59987,18757,30158,2124
2022:Q3,-208,7818,123323,1244,1921,-358,61152,-1102,4678,1926,1517,54133,16180,3204,12976,-270,-2788,1552,-612,-18280,-1409,26122,-982,39851,0,13,-1216,41054,100540,105771,7710,3112,-912,21140,50335,4075,64,20247,0,-734,2077,4332,14572,-5231,-8021,2790,0,-30809,-6188,75965,18749,30152,2121
2022:Q4,-1419,7951,40276,-430,1745,-1239,29844,-3942,-2315,-7947,-865,44913,13118,-668,13786,133,-3226,1169,-416,-15280,-1409,26116,-980,-8869,0,-2442,-1214,-5213,3468,4315,3719,169,-1219,10213,20317,4098,732,-33714,0,2264,1083,3883,-40944,-847,-5889,5042,0,-46178,-2375,34547,18747,30156,2123
2023:Q1,1299,7856,82691,2474,2310,158,48532,1118,-2010,-2672,-1359,53455,12591,1137,11454,53,-21208,6007,-279,-32107,11400,22667,2037,28056,0,1021,-59,27094,106008,109524,-529,3293,-37,23396,47084,23345,480,12492,0,3881,5723,3466,-578,-3516,-5514,1998,0,16760,1774,78019,8836,45582,-2018
2023:Q2,1741,7969,104135,12701,10150,547,22320,2453,2007,1101,-3022,19781,13242,-261,13503,-91,-15839,789,600,-24736,11400,22668,2039,48345,0,16,-60,48389,93608,101989,2204,-3484,-186,10018,47660,23342,-815,23250,0,3245,1606,3217,15182,-8381,-7095,-1286,0,-16756,-2137,57169,8834,45581,-2016
2023:Q3,1034,8041,65028,-12265,-3230,276,20143,1048,-2091,-610,-1315,23111,13830,1256,12574,14,-13080,4360,360,-28109,11398,22671,2037,46623,0,689,-61,45995,46486,52656,-23,2745,-218,-796,2933,23317,892,23806,0,5273,1666,3156,13711,-6170,-5677,-493,0,-25548,-1013,9142,8840,45576,-2019
2023:Q4,1411,8168,54054,22034,17790,0,-3410,545,1125,316,-4109,-1287,5007,-2713,7720,23,-15025,-2527,99,-25165,11399,22664,2037,19128,0,685,-60,18503,38133,44757,-1988,-157,-355,-11111,-5211,23349,569,39661,0,1868,3808,2540,31445,-6624,-5722,-902,0,-22679,226,-12485,8830,45578,-2019
2024:Q1,1375,8320,90108,-290,-2801,-173,72932,814,4475,3633,-2408,66418,16296,3677,12619,-4,6507,3077,497,-32798,-1036,32402,1685,-6186,0,1592,1148,-8926,103800,112598,434,5165,17,25498,38059,29055,575,13795,0,14623,8437,6048,-15313,-8798,-11183,2385,0,6746,2072,89731,4548,33492,351
2024:Q2,1383,8481,80788,-278,-705,-185,46869,730,2907,1042,-5152,47342,16114,2357,13757,-151,9786,4187,358,-31374,-1033,32406,1685,3109,0,56,1148,1905,65491,73191,400,6871,-178,15295,36448,29043,-1657,-13031,0,-345,-3859,6395,-15222,-7700,-5085,-2615,0,-22395,-2302,55959,4558,33492,350
2024:Q3,1587,8676,113719,14088,7670,201,47914,2970,1352,-4002,-4105,51699,29233,3266,25967,-60,-3787,371,455,-36135,-1036,32401,1686,20718,0,-1589,1146,21161,85083,92294,3373,2642,-306,9134,13719,29049,605,34078,0,12491,3870,5924,11793,-7211,-5911,-1300,0,-35724,499,41863,4547,33489,350
2024:Q4,1888,8694,107592,-6208,-3941,-93,56272,1157,4280,-1281,-2496,54612,19402,4614,14788,-69,14826,4674,442,-28241,-1036,32406,1685,17473,0,99,1148,16226,64282,76725,1414,3902,-220,19404,41491,29039,-1313,-16992,0,6928,4055,5905,-33880,-12443,-11934,-509,0,-50115,4676,74799,4552,33488,349
2025:Q1,1784,8923,49673,-3693,-2054,461,41659,1918,-356,3462,-1337,37972,9744,2590,7154,-107,-19100,1743,430,-40338,3033,29359,-76,28613,0,2918,353,25342,53781,63986,3564,3956,-346,12817,12385,25173,-189,6626,0,14766,189,4861,-13190,-10205,-8655,-1550,0,-3032,4550,43663,8506,32443,63
